CS4967,50,3636.00,72.720000,35.00,104.00,2011-05-16,2015-02-04,1360,0
CS5712,46,3278.00,71.260000,37.00,104.00,2011-06-06,2015-01-22,1326,0
CS3173,34,2170.00,63.820000,35.00,104.00,2011-07-24,2015-03-06,1321,0
CS2269,52,3246.00,62.420000,36.00,96.00,2011-06-28,2015-03-10,1351,0
CS7472,32,1732.00,54.130000,14.00,77.00,2011-06-03,2015-03-08,1374,0
CS2586,32,2122.00,66.310000,38.00,103.00,2011-06-26,2015-02-08,1323,0
CS2713,40,2658.00,66.450000,36.00,105.00,2011-11-07,2015-02-19,1200,0
CS1138,48,3726.00,77.630000,52.00,105.00,2011-05-24,2015-03-03,1379,0
CS4379,32,2152.00,67.250000,41.00,97.00,2011-07-08,2015-03-08,1339,0
CS3265,40,2584.00,64.600000,37.00,104.00,2011-07-08,2014-11-05,1216,0
CS3423,34,2330.00,68.530000,43.00,103.00,2011-07-31,2015-02-18,1298,0
CS3524,44,2950.00,67.050000,35.00,105.00,2011-07-15,2015-02-03,1299,0
CS3603,32,2100.00,65.630000,41.00,101.00,2011-12-15,2015-01-24,1136,0
CS2953,34,2186.00,64.290000,36.00,103.00,2011-07-04,2015-01-22,1298,0
CS1693,24,1816.00,75.670000,37.00,105.00,2011-06-29,2015-03-01,1341,0
CS3216,44,3194.00,72.590000,35.00,101.00,2011-08-03,2015-01-15,1261,0
CS3516,28,1882.00,67.210000,39.00,103.00,2011-10-12,2015-02-26,1233,0
CS5254,48,2864.00,59.670000,35.00,98.00,2011-06-19,2015-01-09,1300,0
CS1131,28,1996.00,71.290000,35.00,95.00,2011-08-24,2015-02-24,1280,0
CS7369,38,1818.00,47.840000,10.00,76.00,2011-07-07,2015-01-29,1302,0
CS4952,50,3776.00,75.520000,37.00,104.00,2011-06-27,2014-11-25,1247,1
CS3791,50,3522.00,70.440000,45.00,104.00,2011-11-07,2015-03-16,1225,0
CS8533,30,1422.00,47.400000,12.00,75.00,2011-09-13,2015-03-06,1270,0
CS3619,50,3480.00,69.600000,36.00,105.00,2011-06-03,2015-03-12,1378,0
CS3048,22,1386.00,63.000000,37.00,104.00,2011-05-24,2015-01-29,1346,0
CS4261,24,1554.00,64.750000,35.00,105.00,2011-07-21,2014-09-13,1150,0
CS3819,54,3840.00,71.110000,36.00,105.00,2011-06-22,2014-09-26,1192,0
CS2386,42,3104.00,73.900000,39.00,102.00,2011-12-03,2014-11-29,1092,1
CS7254,26,1272.00,48.920000,12.00,76.00,2011-07-13,2014-11-14,1220,0
CS2741,46,3056.00,66.430000,35.00,98.00,2011-07-25,2015-03-08,1322,1
CS3905,26,1708.00,65.690000,38.00,98.00,2011-06-29,2014-07-14,1111,1
CS5341,38,2636.00,69.370000,37.00,101.00,2011-06-12,2014-11-26,1263,1
CS1944,40,2798.00,69.950000,45.00,105.00,2012-01-27,2015-02-27,1127,0
CS7811,26,1156.00,44.460000,10.00,75.00,2011-09-16,2015-02-28,1261,0
CS3548,38,2796.00,73.580000,43.00,105.00,2011-06-08,2015-02-07,1340,0
CS8979,30,1218.00,40.600000,15.00,68.00,2011-08-11,2015-03-14,1311,0
CS1683,34,2490.00,73.240000,40.00,97.00,2011-06-30,2015-03-02,1341,0
CS4188,36,2830.00,78.610000,48.00,103.00,2011-10-08,2015-03-15,1254,0
CS8561,32,1530.00,47.810000,12.00,79.00,2011-07-27,2015-01-27,1280,0
CS4164,30,2272.00,75.730000,36.00,98.00,2011-07-13,2014-09-08,1153,0
CS3662,46,3442.00,74.830000,49.00,105.00,2011-05-29,2015-02-04,1347,0
CS5132,44,3136.00,71.270000,42.00,101.00,2011-08-04,2015-02-15,1291,0
CS3911,62,4458.00,71.900000,36.00,105.00,2011-07-26,2015-03-06,1319,0
CS2017,40,2572.00,64.300000,35.00,105.00,2011-05-17,2014-09-28,1230,0
CS3023,38,2484.00,65.370000,36.00,104.00,2011-09-11,2015-01-04,1211,1
CS1422,30,2422.00,80.730000,51.00,95.00,2011-11-24,2015-03-11,1203,0
CS8823,32,1622.00,50.690000,19.00,78.00,2011-05-23,2015-02-26,1375,0
CS2365,30,1988.00,66.270000,40.00,96.00,2011-10-07,2014-12-29,1179,0
CS3044,44,3152.00,71.640000,40.00,105.00,2011-06-09,2015-03-12,1372,0
CS3071,46,3284.00,71.390000,36.00,103.00,2011-05-26,2015-02-22,1368,0
CS1417,30,2152.00,71.730000,35.00,94.00,2011-07-12,2015-01-25,1293,0
CS1954,42,3098.00,73.760000,40.00,105.00,2011-09-08,2015-03-11,1280,0
CS7931,20,782.00,39.100000,12.00,68.00,2012-02-17,2014-07-01,865,0
CS5662,44,3216.00,73.090000,40.00,101.00,2011-06-28,2015-03-07,1348,0
CS7362,32,1360.00,42.500000,18.00,79.00,2011-09-21,2015-03-10,1266,0
CS4891,38,2878.00,75.740000,47.00,104.00,2011-07-07,2015-02-04,1308,0
CS5772,52,3782.00,72.730000,38.00,105.00,2011-07-17,2014-11-07,1209,0
CS4447,38,2886.00,75.950000,44.00,99.00,2011-10-06,2014-11-12,1133,0
CS5931,38,2690.00,70.790000,42.00,102.00,2011-06-16,2015-02-28,1353,0
CS2927,50,3162.00,63.240000,35.00,103.00,2011-06-16,2015-03-03,1356,0
CS1799,28,1932.00,69.000000,37.00,96.00,2011-11-23,2015-02-03,1168,0
CS5950,52,3150.00,60.580000,35.00,104.00,2011-05-22,2015-02-11,1361,0
CS4387,32,2102.00,65.690000,36.00,105.00,2011-10-31,2015-01-26,1183,0
CS3361,34,2450.00,72.060000,44.00,101.00,2011-07-20,2014-10-17,1185,1
CS5928,64,4174.00,65.220000,36.00,99.00,2011-06-19,2015-03-05,1355,0
CS2696,36,2584.00,71.780000,38.00,103.00,2011-11-11,2014-12-01,1116,0
CS8310,48,2404.00,50.080000,19.00,78.00,2011-08-20,2015-02-16,1276,1
CS8275,24,1178.00,49.080000,22.00,76.00,2011-08-23,2015-02-14,1271,0
CS7847,34,1450.00,42.650000,11.00,77.00,2011-06-04,2015-01-25,1331,0
CS4599,48,3276.00,68.250000,40.00,103.00,2011-10-19,2015-02-10,1210,0
CS3485,50,3266.00,65.320000,39.00,104.00,2011-07-23,2014-09-19,1154,1
CS5816,44,3472.00,78.910000,39.00,105.00,2011-05-24,2015-02-14,1362,1
CS1674,34,2176.00,64.000000,41.00,105.00,2011-09-07,2015-01-21,1232,0
CS1359,32,2290.00,71.560000,45.00,92.00,2011-07-07,2015-02-24,1328,0
CS4620,30,2270.00,75.670000,45.00,103.00,2011-07-14,2014-06-28,1080,0
CS3329,36,2328.00,64.670000,35.00,104.00,2011-06-05,2014-10-04,1217,0
CS4977,44,3132.00,71.180000,38.00,99.00,2011-05-30,2014-12-31,1311,0
CS4107,44,3000.00,68.180000,36.00,99.00,2011-05-28,2014-11-03,1255,1
CS8819,26,1268.00,48.770000,13.00,79.00,2011-05-31,2015-02-21,1362,0
CS4400,42,2932.00,69.810000,40.00,103.00,2011-08-23,2014-12-28,1223,0
CS5879,50,3544.00,70.880000,35.00,102.00,2011-07-21,2014-11-30,1228,1
CS1600,40,2662.00,66.550000,37.00,101.00,2011-06-14,2015-02-25,1352,0
CS5223,54,4120.00,76.300000,36.00,104.00,2011-10-23,2015-02-24,1220,0
CS8096,22,818.00,37.180000,14.00,68.00,2011-06-10,2014-11-21,1260,0
CS7177,22,962.00,43.730000,16.00,75.00,2011-05-16,2014-12-06,1300,0
CS1308,42,2974.00,70.810000,36.00,104.00,2011-08-21,2015-02-26,1285,0
CS1828,32,2308.00,72.130000,39.00,102.00,2011-06-13,2015-01-26,1323,0
CS5367,42,3322.00,79.100000,41.00,102.00,2011-08-31,2015-01-08,1226,1
CS3433,40,2708.00,67.700000,35.00,99.00,2011-06-10,2015-02-25,1356,0
CS5889,30,1986.00,66.200000,36.00,101.00,2011-07-04,2015-03-11,1346,0
CS4420,30,2460.00,82.000000,36.00,105.00,2011-11-07,2015-01-26,1176,0
CS2771,50,3342.00,66.840000,35.00,105.00,2011-07-02,2015-01-05,1283,0
CS2940,42,2668.00,63.520000,37.00,105.00,2011-06-06,2014-12-19,1292,0
CS6057,34,2322.00,68.290000,35.00,105.00,2011-09-08,2015-01-11,1221,0
CS2859,26,1584.00,60.920000,36.00,96.00,2011-08-27,2015-02-27,1280,0
CS5269,26,1666.00,64.080000,36.00,97.00,2011-10-31,2015-03-09,1225,0
CS4834,28,2182.00,77.930000,36.00,103.00,2011-05-24,2014-03-05,1016,0
CS1538,38,2608.00,68.630000,40.00,102.00,2011-08-27,2015-03-14,1295,0
CS1246,40,2862.00,71.550000,36.00,105.00,2011-06-23,2014-05-25,1067,0
CS3459,42,2722.00,64.810000,36.00,96.00,2011-08-27,2015-01-15,1237,0
CS1126,38,2330.00,61.320000,36.00,95.00,2011-07-14,2014-09-18,1162,0
CS3500,42,2990.00,71.190000,38.00,103.00,2011-10-18,2015-02-12,1213,0
CS8961,40,1736.00,43.400000,10.00,78.00,2011-06-21,2014-06-15,1090,0
CS7840,20,1056.00,52.800000,33.00,75.00,2011-05-31,2015-02-04,1345,0
CS1757,62,4476.00,72.190000,38.00,105.00,2011-06-17,2014-12-26,1288,1
CS3765,34,2160.00,63.530000,43.00,96.00,2012-01-16,2014-12-31,1080,1
CS7370,34,1550.00,45.590000,11.00,75.00,2011-10-12,2014-08-09,1032,1
CS2605,36,2364.00,65.670000,40.00,103.00,2011-11-20,2014-12-19,1125,0
CS7777,18,842.00,46.780000,17.00,72.00,2011-12-23,2014-10-27,1039,0
CS1477,36,2370.00,65.830000,37.00,98.00,2011-05-25,2015-03-03,1378,0
CS7612,36,1680.00,46.670000,10.00,78.00,2011-05-20,2015-02-25,1377,0
CS6020,46,3568.00,77.570000,37.00,105.00,2011-05-27,2015-02-09,1354,0
CS1999,28,2004.00,71.570000,38.00,103.00,2011-10-06,2015-03-09,1250,0
CS7428,36,1756.00,48.780000,10.00,69.00,2011-06-10,2014-12-21,1290,0
CS7458,28,1106.00,39.500000,18.00,77.00,2011-08-14,2015-03-11,1305,0
CS7901,28,1114.00,39.790000,11.00,71.00,2011-06-02,2014-10-01,1217,0
CS2479,20,1494.00,74.700000,38.00,103.00,2011-05-21,2015-02-06,1357,0
CS7538,32,1470.00,45.940000,14.00,72.00,2011-08-27,2014-10-08,1138,1
CS8233,36,1822.00,50.610000,17.00,77.00,2011-05-25,2015-03-01,1376,0
CS3753,40,2824.00,70.600000,39.00,104.00,2011-05-24,2014-12-03,1289,0
CS4073,36,2452.00,68.110000,37.00,95.00,2011-10-01,2015-02-22,1240,0
CS1551,36,2600.00,72.220000,40.00,105.00,2011-06-27,2014-12-05,1257,0
CS4726,28,1864.00,66.570000,35.00,105.00,2012-03-15,2015-01-26,1047,0
CS8630,22,768.00,34.910000,10.00,62.00,2011-08-10,2014-09-10,1127,0
CS3499,42,2660.00,63.330000,35.00,99.00,2011-06-05,2015-01-09,1314,0
CS5323,64,4560.00,71.250000,35.00,105.00,2011-05-22,2015-03-12,1390,0
CS4617,56,3912.00,69.860000,38.00,103.00,2011-06-28,2015-02-28,1341,0
CS3315,52,3610.00,69.420000,35.00,102.00,2011-08-26,2015-03-01,1283,0
CS2632,36,2328.00,64.670000,36.00,102.00,2011-07-11,2014-11-05,1213,0
CS1767,52,3348.00,64.380000,37.00,105.00,2011-06-05,2015-02-12,1348,0
CS4540,64,4722.00,73.780000,39.00,104.00,2011-08-14,2015-03-16,1310,1
CS2935,42,2776.00,66.100000,37.00,104.00,2011-05-27,2015-03-06,1379,0
CS1349,32,2172.00,67.880000,35.00,105.00,2011-09-27,2015-02-28,1250,0
CS5624,30,2356.00,78.530000,53.00,104.00,2011-07-05,2014-12-22,1266,0
CS7826,20,890.00,44.500000,15.00,70.00,2011-10-01,2015-01-03,1190,0
CS4233,40,2900.00,72.500000,42.00,104.00,2011-08-08,2015-02-27,1299,0
CS2090,26,1878.00,72.230000,38.00,102.00,2011-07-17,2014-10-09,1180,0
CS2995,28,1588.00,56.710000,36.00,91.00,2011-06-28,2015-02-05,1318,0
CS4399,46,2888.00,62.780000,35.00,102.00,2011-10-09,2014-11-05,1123,0
CS5725,34,2142.00,63.000000,37.00,97.00,2011-08-08,2014-11-17,1197,0
CS1146,32,2234.00,69.810000,39.00,102.00,2011-12-25,2015-03-09,1170,0
CS5974,26,2004.00,77.080000,54.00,97.00,2011-05-17,2014-12-02,1295,0
CS1450,40,2502.00,62.550000,37.00,85.00,2011-05-22,2015-02-20,1370,0
CS6007,32,2494.00,77.940000,53.00,102.00,2011-06-09,2015-01-23,1324,0
CS3147,34,2422.00,71.240000,40.00,101.00,2011-07-05,2014-10-09,1192,1
CS5602,50,3394.00,67.880000,39.00,101.00,2011-06-16,2015-01-06,1300,0
CS2457,48,3144.00,65.500000,36.00,103.00,2011-08-02,2014-11-17,1203,1
CS1321,42,3336.00,79.430000,37.00,104.00,2011-09-15,2015-03-16,1278,0
CS2906,54,3870.00,71.670000,38.00,105.00,2011-05-29,2015-01-18,1330,1
CS3476,36,2644.00,73.440000,35.00,103.00,2011-06-02,2014-12-29,1306,0
CS8674,14,604.00,43.140000,13.00,72.00,2011-07-26,2014-07-01,1071,0
CS5136,44,3286.00,74.680000,37.00,105.00,2011-05-29,2015-02-01,1344,0
CS5634,32,2206.00,68.940000,35.00,105.00,2011-10-01,2014-10-30,1125,0
CS2790,38,2992.00,78.740000,35.00,103.00,2011-05-18,2014-11-15,1277,0
CS2447,34,2658.00,78.180000,43.00,102.00,2011-07-10,2014-08-13,1130,0
CS7590,26,1082.00,41.620000,12.00,70.00,2011-06-05,2014-10-13,1226,0
CS7565,18,1088.00,60.440000,40.00,79.00,2011-05-27,2014-11-16,1269,0
CS1279,42,2822.00,67.190000,35.00,102.00,2011-06-09,2015-01-28,1329,0
CS5965,58,3960.00,68.280000,36.00,99.00,2011-07-17,2015-02-22,1316,1
CS8633,24,866.00,36.080000,12.00,67.00,2011-07-28,2013-11-14,840,0
CS7279,30,1338.00,44.600000,10.00,79.00,2011-06-09,2015-01-11,1312,0
CS4575,44,2902.00,65.950000,35.00,96.00,2011-07-18,2015-01-11,1273,0
CS6017,56,4218.00,75.320000,39.00,105.00,2011-06-25,2015-03-14,1358,0
CS5646,40,2544.00,63.600000,35.00,97.00,2011-07-26,2015-03-04,1317,0
CS4809,38,2588.00,68.110000,37.00,101.00,2011-06-12,2014-06-29,1113,0
CS3597,46,3236.00,70.350000,35.00,104.00,2011-05-20,2015-01-13,1334,1
CS4403,36,2570.00,71.390000,41.00,99.00,2011-06-03,2015-03-16,1382,0
CS1521,18,1342.00,74.560000,40.00,98.00,2011-08-22,2014-09-03,1108,0
CS4524,46,3046.00,66.220000,35.00,105.00,2011-06-04,2015-03-11,1376,0
CS3268,44,3370.00,76.590000,38.00,105.00,2011-07-01,2014-10-20,1207,0
CS5516,32,2386.00,74.560000,37.00,105.00,2011-07-06,2014-06-16,1076,0
CS1486,38,2754.00,72.470000,39.00,103.00,2011-05-19,2015-01-27,1349,0
CS7983,24,1194.00,49.750000,10.00,78.00,2012-06-18,2014-07-23,765,0
CS7188,22,936.00,42.550000,15.00,74.00,2012-02-17,2015-03-12,1119,0
CS4690,30,1810.00,60.330000,35.00,86.00,2011-10-28,2014-11-27,1126,0
CS3271,52,3494.00,67.190000,36.00,102.00,2011-06-17,2015-02-04,1328,0
CS5407,34,2452.00,72.120000,42.00,105.00,2011-08-02,2015-01-26,1273,0
CS1614,44,3136.00,71.270000,36.00,103.00,2011-06-25,2015-03-06,1350,0
CS1494,42,3004.00,71.520000,39.00,101.00,2011-05-26,2014-11-18,1272,0
CS2200,38,2660.00,70.000000,35.00,103.00,2011-08-14,2015-02-09,1275,0
CS5112,28,2006.00,71.640000,36.00,99.00,2011-10-11,2015-03-08,1244,0
CS7654,30,1420.00,47.330000,16.00,79.00,2011-09-05,2014-12-16,1198,0
CS8361,46,1976.00,42.960000,14.00,77.00,2011-07-31,2014-10-08,1165,0
CS4734,38,2446.00,64.370000,39.00,89.00,2011-05-27,2015-03-06,1379,0
CS8510,26,1170.00,45.000000,11.00,69.00,2012-09-22,2014-11-05,774,0
CS8971,22,896.00,40.730000,11.00,76.00,2011-06-01,2014-07-20,1145,1
CS8900,34,1418.00,41.710000,11.00,77.00,2011-12-22,2015-03-06,1170,0
CS2371,44,2910.00,66.140000,35.00,105.00,2011-05-30,2015-01-23,1334,0
CS8116,36,1508.00,41.890000,17.00,78.00,2011-06-03,2015-01-30,1337,0
CS2141,34,2160.00,63.530000,35.00,105.00,2011-09-08,2015-03-16,1285,0
CS2781,32,2196.00,68.630000,42.00,103.00,2011-06-02,2015-02-19,1358,0
CS4262,38,2748.00,72.320000,43.00,100.00,2011-07-21,2015-02-11,1301,0
CS5836,60,4138.00,68.970000,43.00,105.00,2012-03-06,2015-03-13,1102,0
CS7133,28,1218.00,43.500000,16.00,75.00,2011-06-01,2015-02-21,1361,0
CS4516,46,3534.00,76.830000,52.00,105.00,2011-06-26,2015-03-07,1350,0
CS5364,54,3628.00,67.190000,36.00,104.00,2011-06-09,2015-01-30,1331,0
CS2506,40,3010.00,75.250000,36.00,102.00,2011-05-28,2015-01-20,1333,0
CS1440,44,3154.00,71.680000,38.00,99.00,2011-09-20,2014-12-05,1172,0
CS2729,42,2802.00,66.710000,36.00,87.00,2011-10-15,2014-12-30,1172,0
CS7462,26,1010.00,38.850000,13.00,79.00,2011-09-05,2014-10-21,1142,1
CS5663,46,3384.00,73.570000,38.00,105.00,2011-05-20,2014-09-05,1204,1
CS5213,52,3692.00,71.000000,40.00,105.00,2011-05-25,2015-01-09,1325,0
CS7432,24,938.00,39.080000,18.00,67.00,2011-07-16,2015-03-13,1336,0
CS1334,50,3562.00,71.240000,35.00,105.00,2011-07-11,2014-12-27,1265,0
CS1685,44,3138.00,71.320000,35.00,104.00,2011-09-21,2014-08-13,1057,0
CS2816,42,2802.00,66.710000,39.00,101.00,2011-08-04,2015-03-06,1310,0
CS1412,44,3198.00,72.680000,35.00,100.00,2011-05-19,2015-03-01,1382,1
CS7817,28,1422.00,50.790000,11.00,77.00,2011-06-18,2014-12-28,1289,0
CS2638,50,3380.00,67.600000,36.00,105.00,2011-05-16,2015-03-11,1395,0
CS8991,28,1204.00,43.000000,13.00,79.00,2011-06-06,2015-01-02,1306,0
CS2789,52,4006.00,77.040000,35.00,104.00,2011-07-02,2015-01-25,1303,0
CS8489,30,1302.00,43.400000,13.00,79.00,2011-10-19,2014-06-23,978,0
CS3637,50,3504.00,70.080000,35.00,101.00,2011-06-04,2015-02-08,1345,0
CS8070,22,874.00,39.730000,15.00,79.00,2011-06-05,2015-02-17,1353,0
CS1750,44,3086.00,70.140000,36.00,102.00,2011-05-21,2015-03-04,1383,0
CS5350,42,2956.00,70.380000,41.00,105.00,2011-09-01,2014-10-10,1135,0
CS8568,30,1506.00,50.200000,12.00,74.00,2011-05-20,2015-02-17,1369,0
CS7245,24,1024.00,42.670000,10.00,76.00,2011-05-28,2014-12-06,1288,0
CS7415,32,1266.00,39.560000,12.00,65.00,2011-07-02,2015-01-01,1279,0
CS1698,38,2794.00,73.530000,40.00,104.00,2012-01-06,2015-03-11,1160,0
CS7503,30,1354.00,45.130000,15.00,78.00,2011-10-07,2015-03-15,1255,0
CS3920,34,2578.00,75.820000,50.00,105.00,2011-05-31,2015-01-29,1339,0
CS8121,24,1172.00,48.830000,22.00,75.00,2011-06-13,2015-02-13,1341,0
CS7960,26,1322.00,50.850000,12.00,79.00,2011-12-13,2015-03-06,1179,0
CS7235,26,1326.00,51.000000,18.00,79.00,2011-11-12,2014-10-24,1077,0
CS3760,44,2696.00,61.270000,38.00,92.00,2011-06-30,2014-09-28,1186,0
