269,CS1380,0
270,CS1381,0
271,CS1382,0
272,CS1383,0
273,CS1384,0
274,CS1385,1
275,CS1386,0
276,CS1387,0
277,CS1388,0
278,CS1389,0
279,CS1390,0
280,CS1391,0
281,CS1392,0
282,CS1393,1
283,CS1394,0
284,CS1395,0
285,CS1396,0
286,CS1397,0
287,CS1398,1
288,CS1399,1
289,CS1400,1
290,CS1401,0
291,CS1402,0
292,CS1403,1
293,CS1404,0
294,CS1405,0
295,CS1406,0
296,CS1407,1
297,CS1408,0
298,CS1409,0
299,CS1410,0
300,CS1411,0
301,CS1412,1
302,CS1413,0
303,CS1414,0
304,CS1415,0
305,CS1416,0
306,CS1417,0
307,CS1418,0
308,CS1419,0
309,CS1420,1
310,CS1421,0
311,CS1422,0
312,CS1423,0
313,CS1424,0
314,CS1425,0
315,CS1426,0
316,CS1427,0
317,CS1428,1
318,CS1429,0
319,CS1430,0
320,CS1431,0
321,CS1432,0
322,CS1433,0
323,CS1434,0
324,CS1435,0
325,CS1436,0
326,CS1437,0
327,CS1438,0
328,CS1439,0
329,CS1440,0
330,CS1441,0
331,CS1442,0
332,CS1443,1
333,CS1444,0
334,CS1445,0
335,CS1446,0
336,CS1447,0
337,CS1448,0
338,CS1449,0
339,CS1450,0
340,CS1451,0
341,CS1452,0
342,CS1453,0
343,CS1454,0
344,CS1455,0
345,CS1456,0
346,CS1457,0
347,CS1458,0
348,CS1459,1
349,CS1460,0
350,CS1461,0
351,CS1462,1
352,CS1463,0
353,CS1464,0
354,CS1465,0
355,CS1466,0
356,CS1467,0
357,CS1468,0
358,CS1469,0
359,CS1470,0
360,CS1471,0
361,CS1472,0
362,CS1473,1
363,CS1474,0
364,CS1475,0
365,CS1476,0
366,CS1477,0
367,CS1478,0
368,CS1479,0
369,CS1480,0
370,CS1481,0
371,CS1482,0
372,CS1483,0
373,CS1484,0
374,CS1485,0
375,CS1486,0
376,CS1487,0
377,CS1488,0
378,CS1489,0
379,CS1490,0
380,CS1491,0
381,CS1492,0
382,CS1493,0
383,CS1494,0
384,CS1495,0
385,CS1496,0
386,CS1497,0
387,CS1498,0
388,CS1499,0
389,CS1500,0
390,CS1501,0
391,CS1502,0
392,CS1503,0
393,CS1504,0
394,CS1505,0
395,CS1506,0
396,CS1507,0
397,CS1508,0
398,CS1509,0
399,CS1510,0
400,CS1511,0
401,CS1512,0
402,CS1513,0
403,CS1514,0
404,CS1515,0
405,CS1516,0
406,CS1517,0
407,CS1518,0
408,CS1519,0
409,CS1520,0
410,CS1521,0
411,CS1522,0
412,CS1523,0
413,CS1524,0
414,CS1525,0
415,CS1526,0
416,CS1527,0
417,CS1528,0
418,CS1529,0
419,CS1530,0
420,CS1531,0
421,CS1532,0
422,CS1533,0
423,CS1534,0
424,CS1535,0
425,CS1536,0
426,CS1537,0
427,CS1538,0
428,CS1539,1
429,CS1540,0
430,CS1541,1
431,CS1542,0
432,CS1543,0
433,CS1544,1
434,CS1545,0
435,CS1546,0
436,CS1547,0
437,CS1548,0
438,CS1549,0
439,CS1550,0
440,CS1551,0
441,CS1552,0
442,CS1553,1
443,CS1554,0
444,CS1555,0
445,CS1556,0
446,CS1557,0
447,CS1558,0
448,CS1559,0
449,CS1560,0
450,CS1561,0
451,CS1562,0
452,CS1563,0
453,CS1564,0
454,CS1565,0
455,CS1566,1
456,CS1567,1
457,CS1568,0
458,CS1569,0
459,CS1570,0
460,CS1571,0
461,CS1572,0
462,CS1573,0
463,CS1574,0
464,CS1575,0
465,CS1576,0
466,CS1577,0
467,CS1578,0
468,CS1579,0
469,CS1580,1
470,CS1581,0
471,CS1582,1
472,CS1583,0
473,CS1584,0
474,CS1585,0
475,CS1586,0
476,CS1587,0
477,CS1588,0
478,CS1589,0
479,CS1590,0
480,CS1591,0
481,CS1592,0
482,CS1593,0
483,CS1594,0
484,CS1595,0
485,CS1596,0
486,CS1597,0
487,CS1598,0
488,CS1599,0
489,CS1600,0
490,CS1601,0
491,CS1602,0
492,CS1603,0
493,CS1604,0
494,CS1605,0
495,CS1606,0
496,CS1607,0
497,CS1608,0
498,CS1609,0
499,CS1610,0
500,CS1611,0
501,CS1612,0
502,CS1613,0
503,CS1614,0
504,CS1615,1
505,CS1616,0
506,CS1617,0
507,CS1618,0
508,CS1619,1
509,CS1620,0
510,CS1621,0
511,CS1622,1
512,CS1623,0
513,CS1624,0
514,CS1625,0
515,CS1626,0
516,CS1627,0
517,CS1628,0
518,CS1629,0
519,CS1630,0
520,CS1631,0
521,CS1632,0
522,CS1633,0
523,CS1634,0
524,CS1635,1
525,CS1636,0
526,CS1637,0
527,CS1638,0
528,CS1639,0
529,CS1640,0
530,CS1641,0
531,CS1642,0
532,CS1643,0
533,CS1644,0
534,CS1645,0
535,CS1646,0
536,CS1647,0
537,CS1648,0
538,CS1649,0
539,CS1650,1
540,CS1651,0
541,CS1652,0
542,CS1653,1
543,CS1654,0
544,CS1655,0
545,CS1656,0
546,CS1657,0
547,CS1658,0
548,CS1659,0
549,CS1660,0
550,CS1661,1
551,CS1662,0
552,CS1663,1
553,CS1664,0
554,CS1665,0
555,CS1666,0
556,CS1667,0
557,CS1668,0
558,CS1669,1
559,CS1670,0
560,CS1671,1
561,CS1672,0
562,CS1673,0
563,CS1674,0
564,CS1675,0
565,CS1676,1
566,CS1677,1
567,CS1678,0
568,CS1679,0
569,CS1680,0
570,CS1681,0
571,CS1682,0
572,CS1683,0
573,CS1684,0
574,CS1685,0
575,CS1686,0
576,CS1687,0
577,CS1688,0
578,CS1689,1
579,CS1690,0
580,CS1691,1
581,CS1692,0
582,CS1693,0
583,CS1694,0
584,CS1695,0
585,CS1696,1
586,CS1697,0
587,CS1698,0
588,CS1699,0
589,CS1700,0
590,CS1701,0
591,CS1702,0
592,CS1703,1
593,CS1704,0
594,CS1705,1
595,CS1706,0
596,CS1707,0
597,CS1708,1
598,CS1709,1
599,CS1710,0
600,CS1711,0
601,CS1712,0
602,CS1713,0
603,CS1714,0
604,CS1715,0
605,CS1716,0
606,CS1717,0
607,CS1718,0
608,CS1719,0
609,CS1720,0
610,CS1721,0
611,CS1722,0
612,CS1723,0
613,CS1724,0
614,CS1725,0
615,CS1726,0
616,CS1727,0
617,CS1728,0
618,CS1729,0
619,CS1730,0
620,CS1731,0
621,CS1732,0
622,CS1733,0
623,CS1734,0
624,CS1735,0
625,CS1736,1
626,CS1737,0
627,CS1738,0
628,CS1739,0
629,CS1740,1
630,CS1741,0
631,CS1742,1
632,CS1743,0
633,CS1744,0
634,CS1745,0
635,CS1746,1
636,CS1747,0
637,CS1748,0
638,CS1749,0
639,CS1750,0
640,CS1751,0
641,CS1752,0
642,CS1753,0
643,CS1754,0
644,CS1755,0
645,CS1756,0
646,CS1757,1
647,CS1758,0
648,CS1759,1
649,CS1760,1
650,CS1761,0
651,CS1762,0
652,CS1763,0
653,CS1764,1
654,CS1765,0
655,CS1766,0
656,CS1767,0
657,CS1768,1
658,CS1769,0
659,CS1770,0
660,CS1771,0
661,CS1772,1
662,CS1773,0
663,CS1774,0
664,CS1775,0
665,CS1776,0
666,CS1777,0
667,CS1778,0
668,CS1779,0
669,CS1780,0
670,CS1781,0
671,CS1782,0
672,CS1783,0
673,CS1784,0
674,CS1785,1
675,CS1786,0
676,CS1787,0
677,CS1788,0
678,CS1789,0
679,CS1790,0
680,CS1791,0
681,CS1792,0
682,CS1793,0
683,CS1794,0
684,CS1795,0
685,CS1796,0
686,CS1797,0
687,CS1798,0
688,CS1799,0
689,CS1800,0
690,CS1801,0
691,CS1802,0
692,CS1803,1
693,CS1804,0
694,CS1805,1
695,CS1806,0
696,CS1807,0
697,CS1808,0
698,CS1809,0
699,CS1810,0
700,CS1811,0
701,CS1812,0
702,CS1813,0
703,CS1814,0
704,CS1815,0
705,CS1816,0
706,CS1817,0
707,CS1818,0
708,CS1819,0
709,CS1820,0
710,CS1821,0
711,CS1822,0
712,CS1823,0
713,CS1824,0
714,CS1825,0
715,CS1826,1
716,CS1827,0
717,CS1828,0
718,CS1829,0
719,CS1830,0
720,CS1831,0
721,CS1832,1
722,CS1833,0
723,CS1834,0
724,CS1835,0
725,CS1836,0
726,CS1837,0
727,CS1838,0
728,CS1839,1
729,CS1840,0
730,CS1841,0
731,CS1842,0
732,CS1843,0
733,CS1844,0
734,CS1845,0
735,CS1846,0
736,CS1847,0
737,CS1848,0
738,CS1849,0
739,CS1850,0
740,CS1851,0
741,CS1852,0
742,CS1853,0
743,CS1854,0
744,CS1855,0
745,CS1856,0
746,CS1857,0
747,CS1858,0
748,CS1859,0
749,CS1860,0
750,CS1861,0
751,CS1862,0
752,CS1863,0
753,CS1864,0
754,CS1865,1
755,CS1866,0
756,CS1867,0
757,CS1868,0
758,CS1869,0
759,CS1870,1
760,CS1871,0
761,CS1872,0
762,CS1873,0
763,CS1874,0
764,CS1875,0
765,CS1876,0
766,CS1877,0
767,CS1878,1
768,CS1879,0
769,CS1880,0
770,CS1881,1
771,CS1882,0
772,CS1883,0
773,CS1884,0
774,CS1885,0
775,CS1886,0
776,CS1887,0
777,CS1888,0
778,CS1889,0
779,CS1890,0
780,CS1891,0
781,CS1892,0
782,CS1893,0
783,CS1894,0
784,CS1895,1
785,CS1896,0
786,CS1897,0
787,CS1898,0
788,CS1899,0
789,CS1900,1
790,CS1901,0
791,CS1902,0
792,CS1903,0
793,CS1904,0
794,CS1905,1
795,CS1906,0
796,CS1907,1
797,CS1908,0
798,CS1909,0
799,CS1910,0
800,CS1911,0
801,CS1912,0
802,CS1913,0
803,CS1914,1
804,CS1915,0
805,CS1916,0
806,CS1917,0
807,CS1918,0
808,CS1919,1
809,CS1920,0
810,CS1921,0
811,CS1922,0
812,CS1923,1
813,CS1924,0
814,CS1925,0
815,CS1926,0
816,CS1927,0
817,CS1928,0
818,CS1929,0
819,CS1930,0
820,CS1931,0
821,CS1932,0
822,CS1933,0
823,CS1934,0
824,CS1935,0
825,CS1936,0
826,CS1937,0
827,CS1938,0
828,CS1939,0
829,CS1940,0
830,CS1941,0
831,CS1942,0
832,CS1943,0
833,CS1944,0
834,CS1945,1
835,CS1946,0
836,CS1947,0
837,CS1948,0
838,CS1949,0
839,CS1950,0
840,CS1951,0
841,CS1952,0
842,CS1953,0
843,CS1954,0
844,CS1955,0
845,CS1956,0
846,CS1957,0
847,CS1958,1
848,CS1959,1
849,CS1960,0
850,CS1961,0
851,CS1962,0
852,CS1963,0
853,CS1964,1
854,CS1965,0
855,CS1966,0
856,CS1967,0
857,CS1968,0
858,CS1969,0
859,CS1970,0
860,CS1971,0
861,CS1972,0
862,CS1973,0
863,CS1974,0
864,CS1975,0
865,CS1976,0
866,CS1977,0
867,CS1978,0
868,CS1979,0
869,CS1980,0
870,CS1981,0
871,CS1982,0
872,CS1983,0
873,CS1984,0
874,CS1985,0
875,CS1986,0
876,CS1987,0
877,CS1988,0
878,CS1989,1
879,CS1990,0
880,CS1991,0
881,CS1992,1
882,CS1993,0
883,CS1994,0
884,CS1995,1
885,CS1996,1
886,CS1997,0
887,CS1998,0
888,CS1999,0
889,CS2000,0
890,CS2001,0
891,CS2002,1
892,CS2003,0
893,CS2004,0
894,CS2005,0
895,CS2006,0
896,CS2007,0
897,CS2008,1
898,CS2009,0
899,CS2010,0
900,CS2011,0
901,CS2012,0
902,CS2013,0
903,CS2014,0
904,CS2015,0
905,CS2016,0
906,CS2017,0
907,CS2018,0
908,CS2019,0
909,CS2020,0
910,CS2021,0
911,CS2022,0
912,CS2023,0
913,CS2024,0
914,CS2025,0
915,CS2026,1
916,CS2027,0
917,CS2028,0
918,CS2029,0
919,CS2030,0
920,CS2031,0
921,CS2032,0
922,CS2033,0
923,CS2034,0
924,CS2035,0
925,CS2036,0
926,CS2037,0
927,CS2038,0
928,CS2039,1
929,CS2040,0
930,CS2041,0
931,CS2042,0
932,CS2043,0
933,CS2044,0
934,CS2045,0
935,CS2046,0
936,CS2047,0
937,CS2048,0
938,CS2049,0
939,CS2050,0
940,CS2051,0
941,CS2052,0
942,CS2053,1
943,CS2054,0
944,CS2055,0
945,CS2056,0
946,CS2057,0
947,CS2058,0
948,CS2059,0
949,CS2060,0
950,CS2061,0
951,CS2062,0
952,CS2063,1
953,CS2064,1
954,CS2065,0
955,CS2066,0
956,CS2067,0
957,CS2068,0
958,CS2069,0
959,CS2070,0
960,CS2071,0
961,CS2072,0
962,CS2073,0
963,CS2074,0
964,CS2075,0
965,CS2076,0
966,CS2077,0
967,CS2078,0
968,CS2079,0
969,CS2080,1
970,CS2081,0
971,CS2082,0
972,CS2083,0
973,CS2084,0
974,CS2085,1
975,CS2086,0
976,CS2087,0
977,CS2088,0
978,CS2089,0
979,CS2090,0
980,CS2091,0
981,CS2092,0
982,CS2093,0
983,CS2094,0
984,CS2095,0
985,CS2096,0
986,CS2097,0
987,CS2098,0
988,CS2099,0
989,CS2100,0
990,CS2101,1
991,CS2102,1
992,CS2103,0
993,CS2104,0
994,CS2105,0
995,CS2106,0
996,CS2107,0
997,CS2108,0
998,CS2109,0
999,CS2110,0
1000,CS2111,0
1001,CS2112,0
1002,CS2113,1
1003,CS2114,0
1004,CS2115,0
1005,CS2116,0
1006,CS2117,0
1007,CS2118,0
1008,CS2119,0
1009,CS2120,0
1010,CS2121,0
1011,CS2122,0
1012,CS2123,0
1013,CS2124,0
1014,CS2125,0
1015,CS2126,0
1016,CS2127,0
1017,CS2128,0
1018,CS2129,0
1019,CS2130,1
1020,CS2131,0
1021,CS2132,1
1022,CS2133,0
1023,CS2134,0
1024,CS2135,0
1025,CS2136,0
1026,CS2137,0
1027,CS2138,0
1028,CS2139,0
1029,CS2140,0
1030,CS2141,0
1031,CS2142,0
1032,CS2143,0
1033,CS2144,0
1034,CS2145,0
1035,CS2146,0
1036,CS2147,0
1037,CS2148,1
1038,CS2149,0
1039,CS2150,0
1040,CS2151,0
1041,CS2152,0
1042,CS2153,0
1043,CS2154,0
1044,CS2155,0
1045,CS2156,0
1046,CS2157,0
1047,CS2158,0
1048,CS2159,0
1049,CS2160,0
1050,CS2161,1
1051,CS2162,0
1052,CS2163,1
1053,CS2164,0
1054,CS2165,0
1055,CS2166,0
1056,CS2167,0
1057,CS2168,0
1058,CS2169,0
1059,CS2170,0
1060,CS2171,0
1061,CS2172,0
1062,CS2173,0
1063,CS2174,0
1064,CS2175,1
1065,CS2176,0
1066,CS2177,1
1067,CS2178,0
1068,CS2179,0
1069,CS2180,0
1070,CS2181,0
1071,CS2182,1
1072,CS2183,0
1073,CS2184,0
1074,CS2185,0
1075,CS2186,0
1076,CS2187,0
1077,CS2188,0
1078,CS2189,0
1079,CS2190,1
1080,CS2191,0
1081,CS2192,0
1082,CS2193,0
1083,CS2194,0
1084,CS2195,0
1085,CS2196,0
1086,CS2197,0
1087,CS2198,0
1088,CS2199,0
1089,CS2200,0
1090,CS2201,0
1091,CS2202,0
1092,CS2203,0
1093,CS2204,0
1094,CS2205,0
1095,CS2206,0
1096,CS2207,0
1097,CS2208,0
1098,CS2209,0
1099,CS2210,0
1100,CS2211,0
1101,CS2212,0
1102,CS2213,0
1103,CS2214,0
1104,CS2215,0
1105,CS2216,1
1106,CS2217,0
1107,CS2218,0
1108,CS2219,0
1109,CS2220,0
1110,CS2221,0
1111,CS2222,0
1112,CS2223,0
1113,CS2224,0
1114,CS2225,0
1115,CS2226,0
1116,CS2227,1
1117,CS2228,0
1118,CS2229,1
1119,CS2230,0
1120,CS2231,0
1121,CS2232,0
1122,CS2233,0
1123,CS2234,0
1124,CS2235,0
1125,CS2236,0
1126,CS2237,0
1127,CS2238,0
1128,CS2239,0
1129,CS2240,0
1130,CS2241,0
1131,CS2242,0
1132,CS2243,0
1133,CS2244,1
1134,CS2245,0
1135,CS2246,0
1136,CS2247,1
1137,CS2248,0
1138,CS2249,0
1139,CS2250,0
1140,CS2251,0
1141,CS2252,0
1142,CS2253,0
1143,CS2254,1
1144,CS2255,0
1145,CS2256,0
1146,CS2257,0
1147,CS2258,1
1148,CS2259,1
1149,CS2260,0
1150,CS2261,0
1151,CS2262,0
1152,CS2263,0
1153,CS2264,0
1154,CS2265,0
1155,CS2266,0
1156,CS2267,1
1157,CS2268,0
1158,CS2269,0
1159,CS2270,0
1160,CS2271,0
1161,CS2272,0
1162,CS2273,0
1163,CS2274,0
1164,CS2275,0
1165,CS2276,1
1166,CS2277,0
1167,CS2278,0
1168,CS2279,0
1169,CS2280,0
1170,CS2281,0
1171,CS2282,0
1172,CS2283,0
1173,CS2284,0
1174,CS2285,0
1175,CS2286,1
1176,CS2287,0
1177,CS2288,1
1178,CS2289,0
1179,CS2290,0
1180,CS2291,0
1181,CS2292,1
1182,CS2293,0
1183,CS2294,0
1184,CS2295,0
1185,CS2296,0
1186,CS2297,0
1187,CS2298,1
1188,CS2299,0
1189,CS2300,0
1190,CS2301,0
1191,CS2302,0
1192,CS2303,0
1193,CS2304,0
1194,CS2305,0
1195,CS2306,0
1196,CS2307,0
1197,CS2308,0
1198,CS2309,0
1199,CS2310,0
1200,CS2311,1
1201,CS2312,0
1202,CS2313,0
1203,CS2314,0
1204,CS2315,0
1205,CS2316,0
1206,CS2317,0
1207,CS2318,1
1208,CS2319,0
1209,CS2320,0
1210,CS2321,0
1211,CS2322,0
1212,CS2323,0
1213,CS2324,0
1214,CS2325,0
1215,CS2326,0
1216,CS2327,0
1217,CS2328,0
1218,CS2329,0
1219,CS2330,0
1220,CS2331,1
1221,CS2332,0
1222,CS2333,0
1223,CS2334,0
1224,CS2335,0
1225,CS2336,0
1226,CS2337,0
1227,CS2338,0
1228,CS2339,0
1229,CS2340,0
1230,CS2341,1
1231,CS2342,0
1232,CS2343,0
1233,CS2344,0
1234,CS2345,0
1235,CS2346,0
1236,CS2347,0
1237,CS2348,0
1238,CS2349,0
1239,CS2350,1
1240,CS2351,0
1241,CS2352,1
1242,CS2353,0
1243,CS2354,0
1244,CS2355,0
1245,CS2356,0
1246,CS2357,0
1247,CS2358,0
1248,CS2359,1
1249,CS2360,0
1250,CS2361,0
1251,CS2362,1
1252,CS2363,0
1253,CS2364,0
1254,CS2365,0
1255,CS2366,0
1256,CS2367,0
1257,CS2368,0
1258,CS2369,0
1259,CS2370,0
1260,CS2371,0
1261,CS2372,0
1262,CS2373,0
1263,CS2374,1
1264,CS2375,0
1265,CS2376,0
1266,CS2377,0
1267,CS2378,0
1268,CS2379,0
1269,CS2380,0
1270,CS2381,0
1271,CS2382,0
1272,CS2383,0
1273,CS2384,0
1274,CS2385,1
1275,CS2386,1
1276,CS2387,0
1277,CS2388,0
1278,CS2389,1
1279,CS2390,0
1280,CS2391,0
1281,CS2392,0
1282,CS2393,0
1283,CS2394,0
1284,CS2395,0
1285,CS2396,0
1286,CS2397,0
1287,CS2398,0
1288,CS2399,0
1289,CS2400,0
1290,CS2401,0
1291,CS2402,0
1292,CS2403,1
1293,CS2404,1
1294,CS2405,0
1295,CS2406,0
1296,CS2407,1
1297,CS2408,0
1298,CS2409,0
1299,CS2410,0
1300,CS2411,0
1301,CS2412,0
1302,CS2413,0
1303,CS2414,1
1304,CS2415,0
1305,CS2416,0
1306,CS2417,0
1307,CS2418,0
1308,CS2419,0
1309,CS2420,0
1310,CS2421,0
1311,CS2422,0
1312,CS2423,0
1313,CS2424,0
1314,CS2425,0
1315,CS2426,0
1316,CS2427,0
1317,CS2428,0
1318,CS2429,0
1319,CS2430,0
1320,CS2431,0
1321,CS2432,0
1322,CS2433,0
1323,CS2434,1
1324,CS2435,0
1325,CS2436,0
1326,CS2437,0
1327,CS2438,1
1328,CS2439,0
1329,CS2440,0
1330,CS2441,1
1331,CS2442,0
1332,CS2443,0
1333,CS2444,0
1334,CS2445,0
1335,CS2446,0
1336,CS2447,0
1337,CS2448,0
1338,CS2449,0
1339,CS2450,0
1340,CS2451,0
1341,CS2452,0
1342,CS2453,0
1343,CS2454,0
1344,CS2455,1
1345,CS2456,0
1346,CS2457,1
1347,CS2458,0
1348,CS2459,1
1349,CS2460,0
1350,CS2461,0
1351,CS2462,0
1352,CS2463,0
1353,CS2464,0
1354,CS2465,0
1355,CS2466,0
1356,CS2467,0
1357,CS2468,0
1358,CS2469,0
1359,CS2470,0
1360,CS2471,0
1361,CS2472,0
1362,CS2473,0
1363,CS2474,0
1364,CS2475,0
1365,CS2476,0
1366,CS2477,0
1367,CS2478,0
1368,CS2479,0
1369,CS2480,0
1370,CS2481,0
1371,CS2482,0
1372,CS2483,0
1373,CS2484,0
1374,CS2485,1
1375,CS2486,0
1376,CS2487,0
1377,CS2488,0
1378,CS2489,1
1379,CS2490,0
1380,CS2491,0
1381,CS2492,0
1382,CS2493,0
1383,CS2494,0
1384,CS2495,0
1385,CS2496,0
1386,CS2497,0
1387,CS2498,0
1388,CS2499,0
1389,CS2500,0
1390,CS2501,1
1391,CS2502,0
1392,CS2503,0
1393,CS2504,0
1394,CS2505,0
1395,CS2506,0
1396,CS2507,0
1397,CS2508,0
1398,CS2509,0
1399,CS2510,1
1400,CS2511,0
1401,CS2512,0
1402,CS2513,0
1403,CS2514,0
1404,CS2515,1
1405,CS2516,0
1406,CS2517,0
1407,CS2518,0
1408,CS2519,0
1409,CS2520,0
1410,CS2521,0
1411,CS2522,0
1412,CS2523,0
1413,CS2524,0
1414,CS2525,1
1415,CS2526,0
1416,CS2527,0
1417,CS2528,0
1418,CS2529,0
1419,CS2530,0
1420,CS2531,0
1421,CS2532,0
1422,CS2533,0
1423,CS2534,0
1424,CS2535,0
1425,CS2536,0
1426,CS2537,0
1427,CS2538,0
1428,CS2539,0
1429,CS2540,0
1430,CS2541,1
1431,CS2542,0
1432,CS2543,0
1433,CS2544,0
1434,CS2545,0
1435,CS2546,0
1436,CS2547,0
1437,CS2548,1
1438,CS2549,0
1439,CS2550,0
1440,CS2551,1
1441,CS2552,0
1442,CS2553,0
1443,CS2554,0
1444,CS2555,0
1445,CS2556,1
1446,CS2557,0
1447,CS2558,1
1448,CS2559,0
1449,CS2560,0
1450,CS2561,0
1451,CS2562,0
1452,CS2563,0
1453,CS2564,0
1454,CS2565,0
1455,CS2566,0
1456,CS2567,0
1457,CS2568,0
1458,CS2569,0
1459,CS2570,0
1460,CS2571,0
1461,CS2572,0
1462,CS2573,0
1463,CS2574,0
1464,CS2575,1
1465,CS2576,0
1466,CS2577,0
1467,CS2578,1
1468,CS2579,0
1469,CS2580,0
1470,CS2581,0
1471,CS2582,0
1472,CS2583,0
1473,CS2584,0
1474,CS2585,0
1475,CS2586,0
1476,CS2587,0
1477,CS2588,1
1478,CS2589,0
1479,CS2590,0
1480,CS2591,0
1481,CS2592,0
1482,CS2593,0
1483,CS2594,0
1484,CS2595,1
1485,CS2596,0
1486,CS2597,0
1487,CS2598,0
1488,CS2599,0
1489,CS2600,0
1490,CS2601,1
1491,CS2602,0
1492,CS2603,1
1493,CS2604,0
1494,CS2605,0
1495,CS2606,0
1496,CS2607,0
1497,CS2608,0
1498,CS2609,0
1499,CS2610,0
